0,1.690536,0.860300
1,0.944680,0.884000
2,0.611820,0.882200
3,0.469216,0.884900
4,0.373191,0.893500
5,0.373841,0.888000
6,0.358880,0.890700
7,0.359660,0.890700
8,0.360943,0.889600
9,0.388353,0.881900
10,0.487094,0.852100
11,0.531042,0.838600
12,0.456671,0.864900
13,0.542558,0.837600
14,0.679454,0.791400
15,0.616138,0.819300
16,0.599162,0.831800
17,0.720398,0.809600
18,0.793205,0.806300
19,0.899950,0.791400
20,1.006724,0.776200
21,1.109377,0.766500
22,1.231059,0.743000
23,1.492869,0.691600
24,1.880732,0.581800
25,2.158225,0.398400
26,2.255440,0.237200
27,2.287075,0.145000
28,2.295978,0.105900
29,2.155113,0.315200
30,2.073655,0.491800
31,1.975075,0.585400
32,1.871002,0.608900
33,1.797961,0.606400
34,1.734538,0.606900
35,1.654916,0.639000
36,1.555915,0.680000
37,1.462471,0.716900
38,1.392906,0.740400
39,1.285976,0.771500
40,1.201211,0.792500
41,1.135115,0.807200
42,1.090035,0.814400
43,1.069484,0.815500
44,1.045505,0.818500
45,1.023708,0.821100
46,0.989812,0.825700
47,0.969050,0.827100
48,0.956039,0.829100
49,0.944080,0.827900
50,0.933937,0.828400
51,0.927753,0.829700
52,0.922383,0.828600
53,0.921336,0.828500
54,0.914385,0.829800
55,0.910338,0.830300
56,0.907498,0.831100
57,0.904782,0.830200
58,0.899721,0.832400
59,0.901933,0.831900
