0,0.267396,0.912300
1,0.251491,0.915100
2,0.233062,0.920900
3,0.203849,0.930400
4,0.194524,0.935000
5,0.197973,0.934100
6,0.206404,0.929900
7,0.202941,0.931700
8,0.242444,0.921800
9,0.186022,0.936600
10,0.189132,0.937400
11,0.174030,0.939800
12,0.174918,0.940400
13,0.177137,0.939200
14,0.180164,0.940300
15,0.183394,0.940100
16,0.170452,0.941900
17,0.167301,0.944500
18,0.167114,0.944500
19,0.167390,0.943800
20,0.171846,0.943400
21,0.166281,0.946000
22,0.164625,0.945400
23,0.165660,0.946600
24,0.164374,0.946900
25,0.164752,0.945700
26,0.164139,0.947000
27,0.164013,0.945700
28,0.164049,0.945800
29,0.163293,0.946600
