0,4957655731.200000,0.100000
1,244340432274718.718750,0.100000
2,379148775424.000000,0.100000
3,2997890566.400000,0.099900
4,76950008.600000,0.100000
5,2195409.324375,0.090900
6,127342.728086,0.091700
7,5068.193552,0.101300
8,538.001696,0.103200
9,83.705581,0.106600
10,14.801126,0.104600
11,6.084396,0.109800
12,3.360687,0.120700
13,2.513088,0.124100
14,2.400843,0.125600
15,2.357759,0.125800
16,2.356381,0.142100
17,2.314668,0.141800
18,2.316835,0.147500
19,2.314444,0.141500
20,2.299501,0.130500
21,2.293416,0.134000
22,2.284360,0.134100
23,2.284262,0.129700
24,2.283433,0.135200
25,2.276105,0.134800
26,2.270591,0.134000
27,2.269661,0.140400
28,2.264025,0.142200
29,2.267743,0.143000
30,2.260652,0.143200
31,2.249905,0.143100
32,2.250748,0.141200
33,2.241226,0.147900
34,2.237855,0.165700
35,2.226234,0.159500
36,2.199002,0.166500
37,2.180698,0.196200
38,2.176020,0.196600
39,2.190942,0.182000
40,2.178358,0.175800
41,2.179461,0.179200
42,2.134712,0.196100
43,2.133923,0.192600
44,2.111219,0.199900
45,2.118265,0.189800
46,2.170904,0.179800
47,2.100858,0.189700
48,2.089508,0.198500
49,2.089933,0.202300
50,2.085957,0.205400
51,2.124983,0.200700
52,2.081104,0.206900
53,2.084286,0.207100
54,2.122186,0.199400
55,2.118089,0.195600
56,2.096295,0.196900
57,2.100876,0.202000
58,2.130080,0.195100
59,2.132836,0.189600
60,2.094859,0.205200
61,2.080214,0.205300
62,2.051624,0.213700
63,2.081866,0.204300
64,2.047779,0.217700
65,2.070616,0.219000
66,2.065065,0.217600
67,2.049858,0.218900
68,2.036634,0.220900
69,2.034218,0.222000
70,2.028671,0.220600
71,2.033531,0.218100
72,2.017975,0.222700
73,2.031140,0.217900
74,2.032926,0.227400
75,2.054170,0.227900
76,2.054885,0.219000
77,2.038466,0.217600
78,2.074723,0.199100
79,2.032994,0.207400
80,2.014041,0.219100
81,2.005245,0.222800
82,2.066113,0.205900
83,2.018540,0.216500
84,2.001673,0.227500
85,2.047711,0.217400
86,2.074089,0.223700
87,2.164459,0.202600
88,2.070471,0.220600
89,2.014476,0.225200
90,1.989711,0.241400
91,2.032385,0.228800
92,2.001325,0.245500
93,1.981896,0.251000
94,2.029041,0.235000
95,2.065646,0.221600
96,2.007785,0.237700
97,1.970316,0.249600
98,1.969983,0.240200
99,2.038106,0.220500
100,2.012807,0.233200
101,1.996597,0.242000
102,1.975246,0.248900
103,1.964600,0.256600
104,1.961379,0.261200
105,1.967424,0.260600
106,1.958994,0.264300
107,1.954282,0.266800
108,1.953152,0.268100
109,1.951182,0.268300
110,1.945423,0.272800
111,1.942765,0.272200
112,1.941657,0.271600
113,1.941498,0.273500
114,1.938749,0.275100
115,1.936817,0.276100
116,1.943805,0.272800
117,1.939224,0.273200
118,1.947961,0.270400
119,1.957230,0.268100
120,1.961431,0.264500
121,1.954849,0.269600
122,1.947413,0.266700
123,1.946368,0.267500
124,1.950052,0.267000
125,1.947987,0.269400
126,1.942020,0.268500
127,1.950214,0.266600
128,1.946827,0.268900
129,1.959695,0.270600
130,1.950675,0.271700
131,1.959040,0.269200
132,1.954030,0.267200
133,1.946355,0.271800
134,1.945573,0.270300
135,1.932371,0.272400
136,1.934300,0.272500
137,1.937912,0.272400
138,1.938937,0.273500
139,1.925095,0.276900
140,1.922992,0.277200
141,1.932086,0.274200
142,1.929119,0.276600
143,1.929353,0.276900
144,1.952900,0.272000
145,1.943466,0.272300
146,1.940157,0.273800
147,1.941893,0.275100
148,1.934977,0.277700
149,1.949739,0.273800
150,1.944512,0.275100
151,1.944263,0.277000
152,1.944656,0.278000
153,1.948997,0.276600
154,1.940356,0.278600
155,1.944054,0.277500
156,1.939457,0.279200
157,1.938317,0.278300
158,1.939496,0.277800
159,1.936775,0.279300
160,1.937511,0.279600
161,1.936966,0.278900
162,1.934610,0.279100
163,1.931124,0.277500
164,1.929336,0.279800
165,1.927040,0.281400
166,1.929109,0.280800
167,1.928742,0.281400
168,1.929836,0.280300
169,1.931851,0.279500
170,1.928791,0.280000
171,1.929409,0.281100
172,1.930738,0.280600
173,1.929253,0.282400
174,1.928536,0.280800
175,1.932678,0.280000
176,1.934888,0.278000
177,1.932628,0.279800
178,1.936445,0.277900
179,1.935225,0.277500
180,1.932858,0.277200
181,1.929015,0.278900
182,1.925801,0.280000
183,1.925627,0.279700
184,1.926144,0.282100
185,1.926741,0.281000
186,1.923763,0.281700
187,1.927681,0.281900
188,1.928356,0.280600
189,1.928582,0.278900
190,1.934662,0.278700
191,1.929216,0.281200
192,1.930135,0.282000
193,1.926276,0.281800
194,1.925283,0.282500
195,1.920416,0.283600
196,1.921834,0.285000
197,1.925325,0.284400
198,1.930207,0.281900
199,1.925982,0.283400
